Category,Medication,Prodcode,Gemscript code,Product Name,Drug Substance,BNF Code
Pain medication,Diclofenac,157,53290020,Voltarol 100mg Suppository (Novartis Pharmaceuticals UK Ltd),Diclofenac sodium,10010100/10010450
Pain medication,Diclofenac,2293,53293020,Voltarol 25mg/ml Injection (Novartis Pharmaceuticals UK Ltd),Diclofenac sodium,10010100/10010450
Pain medication,Diclofenac,1766,53294020,Voltarol sr 75mg Modified-release tablet (Novartis Pharmaceuticals UK Ltd),Diclofenac sodium,10010100/10010450
Pain medication,Diclofenac,10978,53295020,Voltarol 25mg Suppository (Novartis Pharmaceuticals UK Ltd),Diclofenac sodium,10010100/10010450
Pain medication,Diclofenac,2386,53298020,Voltarol Retard 100mg tablets (Novartis Pharmaceuticals UK Ltd),Diclofenac sodium,10010100
Pain medication,Diclofenac,4095,53301020,Voltarol 12.5mg Suppository (Novartis Pharmaceuticals UK Ltd),Diclofenac sodium,10010100/10010450
Pain medication,Diclofenac,71307,53627021,Diclofenac sodium 100mg modified-release capsules (DE Pharmaceuticals),Diclofenac sodium,10010100
Pain medication,Diclofenac,65783,53640021,Diclofenac potassium 50mg tablets (DE Pharmaceuticals),Diclofenac potassium,10010100
Pain medication,Diclofenac,33994,53791020,Diclofenac sodium 25mg gastro-resistant tablets (IVAX Pharmaceuticals UK Ltd),Diclofenac sodium,10010100
Pain medication,Diclofenac,34487,53792020,Diclofenac sodium 50mg gastro-resistant tablets (IVAX Pharmaceuticals UK Ltd),Diclofenac sodium,10010100
Pain medication,Diclofenac,33645,53793020,Diclofenac 75mg Modified-release tablet (IVAX Pharmaceuticals UK Ltd),Diclofenac sodium,10010100/10010450
Pain medication,Diclofenac,65179,54169021,Diclofenac 140mg medicated plasters,Diclofenac sodium,10030250
Pain medication,Diclofenac,65007,54170021,Voltarol 140mg medicated plasters (GlaxoSmithKline Consumer Healthcare),Diclofenac sodium,10030250
Pain medication,Diclofenac,54463,54642020,Diclofenac 50mg Tablet (Approved Prescription Services Ltd),Diclofenac sodium,10010100/10010450
Pain medication,Diclofenac,17126,55714020,Fenactol SR 75mg tablets (Discovery Pharmaceuticals),Diclofenac sodium,10010100
Pain medication,Diclofenac,27677,56735020,Diclofenac 75mg/3ml Injection (Antigen Pharmaceuticals),Diclofenac sodium,10010100/10010450
Pain medication,Diclofenac,11540,56853020,Diclofenac 16mg/ml topical solution,Diclofenac sodium,10030250
Pain medication,Diclofenac,6115,56854020,Diclofenac sodium 3% gel,Diclofenac sodium,10030100
Pain medication,Diclofenac,24121,56925020,Diclofenac sodium 25mg gastro-resistant tablets (Actavis UK Ltd),Diclofenac sodium,10010100
Pain medication,Diclofenac,24122,56926020,Diclofenac sodium 50mg gastro-resistant tablets (Actavis UK Ltd),Diclofenac sodium,10010100
Pain medication,Diclofenac,27362,56927020,Diclofenac 100mg Modified-release tablet (Actavis UK Ltd),Diclofenac sodium,10010100/10010450
Pain medication,Diclofenac,16221,57190020,Diclozip 25mg gastro-resistant tablets (Ashbourne Pharmaceuticals Ltd),Diclofenac sodium,10010100
Pain medication,Diclofenac,16222,57191020,Diclozip 50mg gastro-resistant tablets (Ashbourne Pharmaceuticals Ltd),Diclofenac sodium,10010100
Pain medication,Diclofenac,25362,57275020,Defanac 25mg gastro-resistant tablets (Ranbaxy (UK) Ltd),Diclofenac sodium,10010100
Pain medication,Diclofenac,30297,59231020,Diclofenac 50mg Gastro-resistant tablet (Pharmacia Ltd),Diclofenac sodium,10010100/10010450
Pain medication,Diclofenac,34218,59232020,Diclofenac 25mg Gastro-resistant tablet (Pharmacia Ltd),Diclofenac sodium,10010100/10010450
Pain medication,Diclofenac,30282,59264020,Diclofenac 75mg Modified-release tablet (Galen Ltd),Diclofenac sodium,10010100/10010450
Pain medication,Diclofenac,42905,59298020,Diclofenac 75mg Modified-release tablet (Actavis UK Ltd),Diclofenac sodium,10010100/10010450
Pain medication,Diclofenac,30942,59698020,Diclofenac 50mg Tablet (Regent Laboratories Ltd),Diclofenac sodium,10010100/10010450
Pain medication,Diclofenac,32108,59804020,Diclofenac sodium 25mg gastro-resistant tablets (Teva UK Ltd),Diclofenac sodium,10010100
Pain medication,Diclofenac,28553,59805020,Diclofenac sodium 50mg gastro-resistant tablets (Teva UK Ltd),Diclofenac sodium,10010100
Pain medication,Diclofenac,62636,60043020,Diclofenac sodium 25mg gastro-resistant tablets (Sterwin Medicines),Diclofenac sodium,10010100
Pain medication,Diclofenac,31950,60044020,Diclofenac sodium 50mg gastro-resistant tablets (Sterwin Medicines),Diclofenac sodium,10010100
Pain medication,Diclofenac,31944,60370020,Diclofenac sodium 25mg gastro-resistant tablets (Mylan),Diclofenac sodium,10010100
Pain medication,Diclofenac,21387,60371020,Diclofenac sodium 50mg gastro-resistant tablets (Mylan),Diclofenac sodium,10010100
Pain medication,Diclofenac,34271,60405020,Diclofenac sodium 100mg modified-release tablets (A A H Pharmaceuticals Ltd),Diclofenac sodium,10010100
Pain medication,Diclofenac,42793,61462020,Diclofenac 100mg Modified-release tablet (IVAX Pharmaceuticals UK Ltd),Diclofenac sodium,10010100/10010450
Pain medication,Diclofenac,34362,61922020,Diclofenac 25mg Gastro-resistant tablet (Genus Pharmaceuticals Ltd),Diclofenac sodium,10010100/10010450
Pain medication,Diclofenac,33669,61923020,Diclofenac 50mg Gastro-resistant tablet (Genus Pharmaceuticals Ltd),Diclofenac sodium,10010100/10010450
Pain medication,Diclofenac,34212,61924020,Diclofenac 75mg Modified-release tablet (Genus Pharmaceuticals Ltd),Diclofenac sodium,10010100/10010450
Pain medication,Diclofenac,928,62455020,Diclofenac sodium 25mg tablets,Diclofenac Sodium,10010100/10010450
Pain medication,Diclofenac,917,62456020,Diclofenac sodium 50mg tablets,Diclofenac Sodium,10010100/10010450
Pain medication,Diclofenac,1984,62457020,Diclofenac sodium 100mg modified-release tablets,Diclofenac Sodium,10010100/10010450
Pain medication,Diclofenac,1116,62460020,Diclofenac 100mg suppositories,Diclofenac sodium,10010100
Pain medication,Diclofenac,7667,62461020,Diclofenac 12.5mg suppositories,Diclofenac sodium,10010100
Pain medication,Diclofenac,1233,62462020,Diclofenac sodium 75mg modified-release tablets,Diclofenac Sodium,10010100/10010450
Pain medication,Diclofenac,27055,63521020,Diclofenac sodium 50mg gastro-resistant tablets (Kent Pharmaceuticals Ltd),Diclofenac sodium,10010100
Pain medication,Diclofenac,30923,64059020,Diclofenac 100mg suppositories (A A H Pharmaceuticals Ltd),Diclofenac sodium,10010100
Pain medication,Diclofenac,53164,68114020,Diclofenac sodium 25mg gastro-resistant tablets (Kent Pharmaceuticals Ltd),Diclofenac sodium,10010100
Pain medication,Diclofenac,33457,68415020,Isclofen 50mg Gastro-resistant tablet (Isis Products Ltd),Diclofenac sodium,10010100/10010450
Pain medication,Diclofenac,25790,68882020,Rhumalgan 25mg Tablet (Lagap),Diclofenac sodium,10010100/10010450
Pain medication,Diclofenac,30806,68883020,Rhumalgan 50mg Tablet (Lagap),Diclofenac sodium,10010100/10010450
Pain medication,Diclofenac,32916,68901020,Diclofenac 75mg Modified-release capsule (Sandoz Ltd),Diclofenac sodium,10010100/10010450
Pain medication,Diclofenac,34744,68904020,Diclofenac 100mg Modified-release capsule (Sandoz Ltd),Diclofenac sodium,10010100/10010450
Pain medication,Diclofenac,32854,69320020,Diclofenac sodium 75mg modified-release capsules (A A H Pharmaceuticals Ltd),Diclofenac sodium,10010100
Pain medication,Diclofenac,72546,69323020,Diclofenac sodium 100mg modified-release capsules (A A H Pharmaceuticals Ltd),Diclofenac sodium,10010100
Pain medication,Diclofenac,676,72315020,Diclofenac 75mg/3ml solution for injection ampoules,Diclofenac sodium,10010100
Pain medication,Diclofenac,589,72769020,Voltarol 50mg dispersible tablets (Novartis Pharmaceuticals UK Ltd),Diclofenac sodium,10010100
Pain medication,Diclofenac,417,72775020,Diclofenac 50mg dispersible tablets sugar free,Diclofenac sodium,10010100
Pain medication,Diclofenac,42406,73414020,Diclofenac 50mg Gastro-resistant tablet (Almus Pharmaceuticals Ltd),Diclofenac sodium,10010100/10010450
Pain medication,Diclofenac,69046,73530021,Diclofenac 0.074% mouthwash sugar free,Diclofenac,12030100
Pain medication,Diclofenac,72113,73531021,Diclofenac 0.74mg/ml mouthwash sugar free (Morningside Healthcare Ltd),Diclofenac,12030100
Pain medication,Diclofenac,156,73806020,Diclofenac 1.16% gel,Diclofenac diethylammonium,10010100/10030250
Pain medication,Diclofenac,827,73809020,Voltarol 1.16% Emulgel (GlaxoSmithKline Consumer Healthcare),Diclofenac diethylammonium,10010100/10030250
Pain medication,Diclofenac,1096,73892020,Diclofenac sodium 25mg gastro-resistant tablets,Diclofenac Sodium,10010100/10010450
Pain medication,Diclofenac,1075,73893020,Diclofenac sodium 50mg gastro-resistant tablets,Diclofenac Sodium,10010100/10010450
Pain medication,Diclofenac,1115,73894020,Diclofenac sodium 100mg modified-release capsules,Diclofenac sodium,10010100
Pain medication,Diclofenac,28390,73897020,Valenac ec 25mg Gastro-resistant tablet (Shire Pharmaceuticals Ltd),Diclofenac sodium,10010100/10010450
Pain medication,Diclofenac,25283,73898020,Valenac ec 50mg Gastro-resistant tablet (Shire Pharmaceuticals Ltd),Diclofenac sodium,10010100/10010450
Pain medication,Diclofenac,21444,74266020,Volraman 25mg gastro-resistant tablets (LPC Medical (UK) Ltd),Diclofenac sodium,10010100
Pain medication,Diclofenac,15201,74267020,Volraman 50mg gastro-resistant tablets (LPC Medical (UK) Ltd),Diclofenac sodium,10010100
Pain medication,Diclofenac,162,74346020,Arthrotec 50 gastro-resistant tablets (Pfizer Ltd),Diclofenac sodium/Misoprostol,10010100
Pain medication,Diclofenac,1692,74349020,Diclofenac sodium 50mg gastro-resistant / Misoprostol 200microgram tablets,Diclofenac sodium/Misoprostol,10010100
Pain medication,Diclofenac,4880,74350020,Diclofenac sodium 75mg gastro-resistant / Misoprostol 200microgram tablets,Diclofenac sodium/Misoprostol,10010100
Pain medication,Diclofenac,10898,74361020,Voltarol Ophtha 0.1% eye drops 0.3ml unit dose (Thea Pharmaceuticals Ltd),Diclofenac sodium,11080200
Pain medication,Diclofenac,10913,74364020,Diclofenac 0.1% eye drops,Diclofenac sodium,11080200
Pain medication,Diclofenac,3852,74400020,Diclomax 100mg Modified-release capsule (Provalis Healthcare Ltd),Diclofenac sodium,10010100/10010450
Pain medication,Diclofenac,3421,74401020,Diclomax sr 75mg Modified-release capsule (Provalis Healthcare Ltd),Diclofenac sodium,10010100/10010450
Pain medication,Diclofenac,21807,74801020,Flamrase 25 EC tablets (Teva UK Ltd),Diclofenac sodium,10010100
Pain medication,Diclofenac,21824,74802020,Flamrase 50 EC tablets (Teva UK Ltd),Diclofenac sodium,10010100
Pain medication,Diclofenac,10917,74803020,Flamrase SR 100mg tablets (Teva UK Ltd),Diclofenac sodium,10010100
Pain medication,Diclofenac,8062,75820020,Motifene 75mg modified-release capsules (Daiichi Sankyo UK Ltd),Diclofenac sodium,10010100
Pain medication,Diclofenac,2904,75877020,Diclofenac sodium 75mg gastro-resistant modified-release capsules,Diclofenac sodium,10010100
Pain medication,Diclofenac,14672,75883020,Defanac 75mg SR tablets (Ranbaxy (UK) Ltd),Diclofenac sodium,10010100
Pain medication,Diclofenac,14678,75884020,Defanac sr 100mg Modified-release tablet (Ranbaxy (UK) Ltd),Diclofenac sodium,10010100/10010450
Pain medication,Diclofenac,3958,76044020,Diclofenac 25mg suppositories,Diclofenac sodium,10010100
Pain medication,Diclofenac,499,76045020,Diclofenac 50mg suppositories,Diclofenac sodium,10010100
Pain medication,Diclofenac,17491,76698020,Dicloflex sr 75mg Tablet (Ratiopharm UK Ltd),Diclofenac sodium,10010100/10010450
Pain medication,Diclofenac,72396,76939021,Diclofenac sodium 50mg gastro-resistant tablets (Medreich Plc),Diclofenac sodium,10010100
Pain medication,Diclofenac,48871,77023020,Diclofenac potassium 25mg tablets (Actavis UK Ltd),Diclofenac potassium,10010100
Pain medication,Diclofenac,43045,77025020,Diclofenac potassium 50mg tablets (Actavis UK Ltd),Diclofenac potassium,10010100
Pain medication,Diclofenac,48059,77150020,Diclofenac potassium 50mg tablets (A A H Pharmaceuticals Ltd),Diclofenac potassium,10010100
Pain medication,Diclofenac,17128,77273020,Fenactol 50mg gastro-resistant tablets (Discovery Pharmaceuticals),Diclofenac sodium,10010100
Pain medication,Diclofenac,18921,77276020,Fenactol 25mg gastro-resistant tablets (Discovery Pharmaceuticals),Diclofenac sodium,10010100
Pain medication,Diclofenac,6435,77279020,Pennsaid 16mg/ml cutaneous solution (Movianto UK Ltd),Diclofenac sodium,10030250
Pain medication,Diclofenac,11522,77606020,Pennsaid 1.50% Cutaneous solution (Provalis Healthcare Ltd),Diclofenac sodium,10030250
Pain medication,Diclofenac,20466,78018020,Voltarol Ophtha Multidose 0.1% eye drops (Thea Pharmaceuticals Ltd),Diclofenac sodium,11080200
Pain medication,Diclofenac,25358,78548020,Defanac 50mg gastro-resistant tablets (Ranbaxy (UK) Ltd),Diclofenac sodium,10010100
Pain medication,Diclofenac,6881,78651020,Solaraze 3% gel (Almirall Ltd),Diclofenac sodium,10030100
Pain medication,Diclofenac,17525,78919020,Fenactol Retard 100mg tablets (Discovery Pharmaceuticals),Diclofenac sodium,10010100
Pain medication,Diclofenac,9222,79017020,Dicloflex 75mg SR tablets (Dexcel-Pharma Ltd),Diclofenac sodium,10010100
Pain medication,Diclofenac,14707,79162020,Defanac Retard 100mg tablets (Ranbaxy (UK) Ltd),Diclofenac sodium,10010100
Pain medication,Diclofenac,628,79361020,Diclofenac potassium 25mg tablets,Diclofenac potassium,10010100
Pain medication,Diclofenac,597,79362020,Diclofenac potassium 50mg tablets,Diclofenac potassium,10010100
Pain medication,Diclofenac,32601,79375020,Econac 100mg suppositories (AMCo),Diclofenac sodium,10010100
Pain medication,Diclofenac,25329,79838020,Lofensaid 25mg gastro-resistant tablets (Opus Pharmaceuticals Ltd),Diclofenac sodium,10010100
Pain medication,Diclofenac,18798,79839020,Lofensaid 50mg gastro-resistant tablets (Opus Pharmaceuticals Ltd),Diclofenac sodium,10010100
Pain medication,Diclofenac,17029,80210020,Rhumalgan CR 75 tablets (Sandoz Ltd),Diclofenac sodium,10010100
Pain medication,Diclofenac,21610,80211020,Rhumalgan CR 100 tablets (Sandoz Ltd),Diclofenac sodium,10010100
Pain medication,Diclofenac,4506,80722020,Volsaid Retard 75 tablets (Chiesi Ltd),Diclofenac sodium,10010100
Pain medication,Diclofenac,11168,80723020,Volsaid Retard 100 tablets (Chiesi Ltd),Diclofenac sodium,10010100
Pain medication,Diclofenac,30849,81084020,Valdic 75 Retard tablets (Fannin UK Ltd),Diclofenac sodium,10010100
Pain medication,Diclofenac,29037,81085020,Valdic 100 Retard tablets (Fannin UK Ltd),Diclofenac sodium,10010100
Pain medication,Diclofenac,20105,81306020,Dicloflex 25mg Gastro-resistant tablet (Ratiopharm UK Ltd),Diclofenac sodium,10010100/10010450
Pain medication,Diclofenac,2387,81620020,Arthrotec 75 gastro-resistant tablets (Pfizer Ltd),Diclofenac sodium/Misoprostol,10010100
Pain medication,Diclofenac,9886,82072020,Dicloflex 50mg Gastro-resistant tablet (Ratiopharm UK Ltd),Diclofenac sodium,10010100/10010450
Pain medication,Diclofenac,16286,82237020,Lofensaid Retard 75 tablets (Opus Pharmaceuticals Ltd),Diclofenac sodium,10010100
Pain medication,Diclofenac,16272,82238020,Lofensaid Retard 100 tablets (Opus Pharmaceuticals Ltd),Diclofenac sodium,10010100
Pain medication,Diclofenac,5401,82738020,Voltarol Rapid 25mg tablets (Novartis Pharmaceuticals UK Ltd),Diclofenac potassium,10010100
Pain medication,Diclofenac,5085,82739020,Voltarol Rapid 50mg tablets (Novartis Pharmaceuticals UK Ltd),Diclofenac potassium,10010100
Pain medication,Diclofenac,26351,83497020,Rheumatac Retard 75 tablets (AMCo),Diclofenac sodium,10010100
Pain medication,Diclofenac,18371,83511020,Digenac xl 100mg Modified-release tablet (Genus Pharmaceuticals Ltd),Diclofenac sodium,10010100/10010450
Pain medication,Diclofenac,497,83709020,Voltarol 25mg gastro-resistant tablets (Novartis Pharmaceuticals UK Ltd),Diclofenac sodium,10010100
Pain medication,Diclofenac,4631,83710020,Voltarol 50mg gastro-resistant tablets (Novartis Pharmaceuticals UK Ltd),Diclofenac sodium,10010100
Pain medication,Diclofenac,18448,83740020,Voltarol 12.5mg suppositories (Novartis Pharmaceuticals UK Ltd),Diclofenac sodium,10010100
Pain medication,Diclofenac,11215,83741020,Voltarol 25mg suppositories (Novartis Pharmaceuticals UK Ltd),Diclofenac sodium,10010100
Pain medication,Diclofenac,5200,83742020,Voltarol 50mg suppositories (Novartis Pharmaceuticals UK Ltd),Diclofenac sodium,10010100
Pain medication,Diclofenac,4806,83744020,Voltarol 100mg suppositories (Novartis Pharmaceuticals UK Ltd),Diclofenac sodium,10010100
Pain medication,Diclofenac,4713,83756020,Voltarol 75mg/3ml solution for injection ampoules (Novartis Pharmaceuticals UK Ltd),Diclofenac sodium,10010100
Pain medication,Diclofenac,11322,83762020,Flamrase sr 75mg Modified-release tablet (APS Berk),Diclofenac sodium,10010100/10010450
Pain medication,Diclofenac,4625,83774020,Voltarol 75mg SR tablets (Novartis Pharmaceuticals UK Ltd),Diclofenac sodium,10010100
Pain medication,Diclofenac,580,83822020,Diclofenac sodium 75mg modified-release tablets,Diclofenac sodium,10010100
Pain medication,Diclofenac,3416,83823020,Diclofenac sodium 100mg modified-release tablets,Diclofenac sodium,10010100
Pain medication,Diclofenac,649,83871020,Diclofenac sodium 25mg gastro-resistant tablets,Diclofenac sodium,10010100
Pain medication,Diclofenac,40,83872020,Diclofenac sodium 50mg gastro-resistant tablets,Diclofenac sodium,10010100
Pain medication,Diclofenac,19382,83888020,Slofenac 75mg SR tablets (Sterwin Medicines),Diclofenac sodium,10010100
Pain medication,Diclofenac,24236,83889020,Slofenac 100mg Modified-release tablet (Sterwin Medicines),Diclofenac sodium,10010100/10010450
Pain medication,Diclofenac,9500,84230020,Diclotard 75mg modified-release tablets (Galen Ltd),Diclofenac sodium,10010100
Pain medication,Diclofenac,9465,84244020,Diclotard 100 100mg Modified-release tablet (Galen Ltd),Diclofenac sodium,10010100/10010450
Pain medication,Diclofenac,29455,84251020,Flexotard MR 100mg tablets (Pfizer Ltd),Diclofenac sodium,10010100
Pain medication,Diclofenac,16225,84262020,Dexomon retard 100mg Modified-release tablet (Hillcross Pharmaceuticals Ltd),Diclofenac sodium,10010100/10010450
Pain medication,Diclofenac,30790,84507020,Dicloflex sr 75mg Tablet (Genus Pharmaceuticals Ltd),Diclofenac sodium,10010100/10010450
